SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.LC,MCL1.LD,MCL1.LE,MCL1.LF,MCL1.DG,MCL1.DH,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LA CPM,MCL1.LB CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.LE CPM,MCL1.LF CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM
Krt71,0,-1.53940849160103,0.0235385321942688,-1.76808525176007,0.00272114750926792,1,0,0,0,0,0,123,122,123,82,21,41,0.049,0.000,0.000,0.000,0.000,0.000,5.295,5.602,5.104,3.618,0.975,2.048
Cd82,0,-1.20417835062815,0.0235780960852679,5.86778431401305,0.00272745627477399,6547,6798,8197,6976,4417,4353,459,392,524,270,144,136,321.055,313.154,368.544,317.260,178.654,176.540,19.761,18.000,21.742,11.912,6.689,6.795
Klk14,0,2.18639451016451,0.0236438303153816,-2.14560126051153,0.00273680010935614,27,33,31,27,8,19,1,1,0,0,2,1,1.324,1.520,1.394,1.228,0.324,0.771,0.043,0.046,0.000,0.000,0.093,0.050
Dlgap5,0,-2.19263160043918,0.0236586889627509,1.57122389590296,0.00274026096820118,113,165,86,53,137,93,79,103,86,55,13,12,5.541,7.601,3.867,2.410,5.541,3.772,3.401,4.730,3.568,2.427,0.604,0.600
Lipk,0,1.66325650061469,0.0236705032584162,-0.96777306212848,0.00274250026714568,11,11,1,0,3,3,15,17,37,38,74,141,0.539,0.507,0.045,0.000,0.121,0.122,0.646,0.781,1.535,1.677,3.437,7.045
Neurog1,0,2.32966923731654,0.0236748824925572,-3.91396075751945,0.00274387872444002,1,0,0,0,0,0,7,3,1,1,5,7,0.049,0.000,0.000,0.000,0.000,0.000,0.301,0.138,0.041,0.044,0.232,0.350
Erbb3,0,-1.3219334789824,0.0237411487516305,4.55708250305476,0.00275505291447966,3637,3810,3153,2871,788,602,257,284,212,140,70,49,178.353,175.510,141.761,130.570,31.872,24.415,11.064,13.041,8.796,6.177,3.251,2.448
Catsper4,0,1.30019466078555,0.0237983889888367,-0.0822004406269397,0.00276506129282002,25,34,23,31,8,7,18,25,16,18,43,30,1.226,1.566,1.034,1.410,0.324,0.284,0.775,1.148,0.664,0.794,1.997,1.499
Fgl2,0,-1.71911130786421,0.0239338051108376,3.6175667401668,0.00278780043514857,229,349,100,85,96,107,1088,1634,572,817,198,155,11.230,16.077,4.496,3.866,3.883,4.339,46.841,75.030,23.734,36.046,9.197,7.744
4930520O04Rik,0,-1.53766186842044,0.023938004490099,-0.456773630627538,0.00279022768404406,44,35,28,19,5,8,15,17,29,20,9,5,2.158,1.612,1.259,0.864,0.202,0.324,0.646,0.781,1.203,0.882,0.418,0.250
Unc79,0,1.21852670199401,0.0239657206548994,-0.464669751376261,0.00280531834972253,0,1,1,4,0,0,167,247,168,239,401,387,0.000,0.046,0.045,0.182,0.000,0.000,7.190,11.342,6.971,10.545,18.626,19.335
Nt5dc2,0,-1.44809627287839,0.0239657206548994,2.21955023182246,0.00280340194432546,202,236,116,53,48,31,196,212,204,144,51,56,9.906,10.871,5.215,2.410,1.941,1.257,8.438,9.735,8.464,6.353,2.369,2.798
Trim43b,0,1.82146859278364,0.0239657206548994,-3.38880391146232,0.00280222909721322,4,4,2,1,0,0,1,2,1,2,7,4,0.196,0.184,0.090,0.045,0.000,0.000,0.043,0.092,0.041,0.088,0.325,0.200
Hdx,0,-1.22174006659409,0.0239657206548994,-0.91648272878332,0.00280553442213831,6,6,1,0,1,2,56,77,111,94,44,31,0.294,0.276,0.045,0.000,0.040,0.081,2.411,3.536,4.606,4.147,2.044,1.549
Mthfd1l,0,-1.48977926874515,0.0240258886959184,2.23342800297384,0.00281461531358049,279,266,122,62,21,37,281,243,196,127,53,43,13.682,12.253,5.485,2.820,0.849,1.501,12.098,11.158,8.133,5.603,2.462,2.148
P2rx2,0,-2.05718369202544,0.0241429933900689,-0.952530151907419,0.00283011063470914,19,20,15,16,49,81,7,5,10,8,1,2,0.932,0.921,0.674,0.728,1.982,3.285,0.301,0.230,0.415,0.353,0.046,0.100
Snora34,0,-1.14742224526933,0.0242056876034038,-0.994356708371898,0.0028436940475245,14,11,12,12,5,6,11,14,19,21,6,9,0.687,0.507,0.540,0.546,0.202,0.243,0.474,0.643,0.788,0.927,0.279,0.450
Snora73a,0,-1.39801070773747,0.0242425729199639,0.16046405438234,0.00284891930925953,68,67,31,30,21,31,28,23,19,27,6,8,3.335,3.086,1.394,1.364,0.849,1.257,1.205,1.056,0.788,1.191,0.279,0.400
Spc24,0,-2.49455983136796,0.0242586878427634,2.02434817172966,0.00285437390127058,212,235,156,81,210,117,128,109,95,83,13,13,10.396,10.825,7.014,3.684,8.494,4.745,5.511,5.005,3.942,3.662,0.604,0.650
Skint2,0,2.42690430277478,0.0242964110578473,-3.27376736166363,0.00286139923003886,3,2,0,0,37,41,1,3,0,0,1,3,0.147,0.092,0.000,0.000,1.497,1.663,0.043,0.138,0.000,0.000,0.046,0.150
0610040J01Rik,0,-1.40308693684437,0.0242964110578473,3.20167256705412,0.00286200120939808,510,568,856,871,268,314,145,87,150,102,49,32,25.010,26.165,38.486,39.612,10.840,12.735,6.243,3.995,6.224,4.500,2.276,1.599
Anxa2,0,1.13735208387308,0.0243407497281345,7.81135275602044,0.00287209920814332,19599,20575,2624,3485,351,249,9091,7654,6348,9044,16617,12068,961.107,947.801,117.977,158.494,14.197,10.098,391.387,351.457,263.394,399.023,771.831,602.936
Prss12,0,-1.58106752730173,0.0243494862327754,1.08182451235306,0.00287522941095925,18,38,22,33,0,3,218,331,406,374,128,95,0.883,1.750,0.989,1.501,0.000,0.122,9.385,15.199,16.846,16.501,5.945,4.746
Art5,0,-1.21064725833931,0.0243924033364728,-2.10615461665907,0.00288286118507617,1,1,7,3,3,3,10,7,14,15,5,5,0.049,0.046,0.315,0.136,0.121,0.122,0.431,0.321,0.581,0.662,0.232,0.250
Fignl1,0,-2.13686875862369,0.024413819118943,0.983343704816157,0.00288790715138164,142,155,55,23,101,98,65,47,46,27,6,7,6.963,7.140,2.473,1.046,4.085,3.974,2.798,2.158,1.909,1.191,0.279,0.350
Sftpc,0,1.17706407515705,0.0244209071205742,-2.1670617363547,0.00289003605371313,3,2,0,0,0,0,45,33,13,20,28,35,0.147,0.092,0.000,0.000,0.000,0.000,1.937,1.515,0.539,0.882,1.301,1.749
Gm13372,0,-1.35691698055134,0.0244209071205742,-3.64174882488521,0.00289054263243265,1,1,0,0,0,0,9,6,7,4,1,2,0.049,0.046,0.000,0.000,0.000,0.000,0.387,0.276,0.290,0.176,0.046,0.100
Gm19835,0,1.81713386747828,0.0245093110241026,-5.08734140184545,0.00290731883960803,0,1,0,0,0,0,0,0,0,0,1,1,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.050
1700097N02Rik,0,1.81713386747828,0.0245093110241026,-5.08734140184545,0.00290731883960803,0,1,0,0,0,0,0,0,0,0,1,1,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.050
Tmem156,0,1.81713386747828,0.0245093110241026,-5.08734140184545,0.00290731883960803,0,1,0,0,0,0,0,0,0,0,1,1,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.050
Ulbp1,0,-2.25105643666146,0.0245559076888694,1.32421290185305,0.00291646013538653,84,78,168,96,297,238,39,33,52,32,8,6,4.119,3.593,7.553,4.366,12.013,9.652,1.679,1.515,2.158,1.412,0.372,0.300
Rps19bp1,0,-1.00917183216223,0.0245743262353253,3.56450298352228,0.00291955183832612,494,465,505,342,238,273,288,315,262,200,93,101,24.225,21.421,22.705,15.554,9.626,11.072,12.399,14.464,10.871,8.824,4.320,5.046
Pcp4l1,0,1.060984038395,0.0246419220574109,0.0921928231219503,0.00293211582227702,8,8,2,2,2,2,95,150,113,144,257,197,0.392,0.369,0.090,0.091,0.081,0.081,4.090,6.888,4.689,6.353,11.937,9.842
Adamts5,0,1.17528604024147,0.0246998841169564,3.77106468392359,0.00293992145105979,24,36,183,207,1423,2133,715,603,227,279,518,447,1.177,1.658,8.228,9.414,57.556,86.506,30.782,27.689,9.419,12.310,24.060,22.333
Csf1r,0,-4.87070053820953,0.0248146448787781,-0.766347821321455,0.00295905898127671,34,23,28,18,6,1,12,41,75,50,6,0,1.667,1.060,1.259,0.819,0.243,0.041,0.517,1.883,3.112,2.206,0.279,0.000
Syngr1,0,-1.8047112795055,0.0248531514828492,1.90434572115896,0.00297434250276755,413,477,246,237,304,305,46,47,46,19,8,6,20.253,21.973,11.060,10.778,12.296,12.370,1.980,2.158,1.909,0.838,0.372,0.300
Kif22,0,-2.4271156265621,0.0248531514828492,2.30856684782682,0.00297462385568668,217,238,170,77,215,129,150,159,158,108,23,18,10.641,10.964,7.643,3.502,8.696,5.232,6.458,7.301,6.556,4.765,1.068,0.899
NA,0,1.39467738698181,0.0248683132597152,-4.3041127608506,0.00297735352099463,0,0,0,0,0,0,4,2,1,1,4,2,0.000,0.000,0.000,0.000,0.000,0.000,0.172,0.092,0.041,0.044,0.186,0.100
Tspan33,0,-3.44317097659908,0.0250008722691025,2.36951109376608,0.00299628903080488,875,899,1114,1575,347,356,36,29,50,44,5,2,42.909,41.413,50.086,71.629,14.035,14.438,1.550,1.332,2.075,1.941,0.232,0.100
H19,0,3.03796057065093,0.0250008722691025,0.920056793427091,0.00299782341973601,135,215,172,259,3,0,25,24,33,20,262,128,6.620,9.904,7.733,11.779,0.121,0.000,1.076,1.102,1.369,0.882,12.169,6.395
Csmd1,0,1.12342544768346,0.0250110669674953,2.13179815744724,0.00299996608830474,213,104,13,7,1,3,444,315,525,710,1168,1087,10.445,4.791,0.584,0.318,0.040,0.122,19.115,14.464,21.784,31.325,54.252,54.308
Cd1d1,0,-1.33398578891177,0.0250884247461586,3.51514466698409,0.00301016789054871,490,418,660,727,374,440,196,245,165,179,59,56,24.029,19.255,29.674,33.063,15.127,17.845,8.438,11.250,6.846,7.898,2.740,2.798
Plxna4,0,-1.6374702111319,0.0252254508244589,1.23353633356142,0.00303217733704357,25,34,10,3,0,4,700,966,536,654,194,133,1.226,1.566,0.450,0.136,0.000,0.162,30.137,44.357,22.240,28.855,9.011,6.645
Gm20100,0,1.05652403597016,0.0252560361457679,0.000507958703092291,0.00303678303559254,16,19,9,7,4,7,69,50,31,43,58,72,0.785,0.875,0.405,0.318,0.162,0.284,2.971,2.296,1.286,1.897,2.694,3.597
Bicdl2,0,1.40461681199377,0.0252800696848272,3.66350338055292,0.00304246322304242,344,328,843,767,1375,1751,160,93,84,52,145,157,16.869,15.110,37.902,34.882,55.614,71.013,6.888,4.270,3.485,2.294,6.735,7.844
Enox1,0,1.49251977291299,0.0253243661370219,1.5206878122335,0.00304965783753901,5,16,20,58,48,22,57,113,178,186,473,400,0.245,0.737,0.899,2.638,1.941,0.892,2.454,5.189,7.386,8.206,21.970,19.985
4933424G06Rik,0,-1.08294863303984,0.0253287916376067,-2.56999089215601,0.00305112269846294,3,2,1,1,1,1,8,9,12,9,5,3,0.147,0.092,0.045,0.045,0.040,0.041,0.344,0.413,0.498,0.397,0.232,0.150
4930429H19Rik,0,2.75752262914842,0.0253505435479688,-4.66697522523224,0.00305560839851156,0,0,0,1,0,0,0,0,0,1,4,5,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.044,0.186,0.250
Map3k21,0,1.02326361576076,0.0254384002085495,4.00158156391431,0.00307181388146949,416,343,219,203,200,217,1078,709,339,245,447,563,20.400,15.801,9.846,9.232,8.089,8.801,46.410,32.556,14.066,10.809,20.762,28.128
C1qc,0,-3.83410109311447,0.0254943037785688,-2.10018663693774,0.00308231657589966,8,1,12,4,1,0,8,22,33,31,2,1,0.392,0.046,0.540,0.182,0.040,0.000,0.344,1.010,1.369,1.368,0.093,0.050
Gspt2,0,-1.11952502142209,0.0255050804416088,0.0394362667552167,0.00308549632039478,102,107,11,5,9,6,56,41,36,32,13,13,5.002,4.929,0.495,0.227,0.364,0.243,2.411,1.883,1.494,1.412,0.604,0.650
Lcp2,0,2.9173662397442,0.0256229147702522,-2.41072959225249,0.00311009668304242,6,7,0,2,0,0,7,3,3,12,44,39,0.294,0.322,0.000,0.091,0.000,0.000,0.301,0.138,0.124,0.529,2.044,1.949
9330154K18Rik,0,2.1890852049703,0.0256681037806601,-2.92091142445272,0.00311656038651509,4,2,1,1,1,1,1,4,2,3,12,10,0.196,0.092,0.045,0.045,0.040,0.041,0.043,0.184,0.083,0.132,0.557,0.500
Tyrobp,0,-2.66716333165954,0.0256681037806601,-2.00976048025755,0.00311843992360791,5,5,7,7,4,1,6,14,11,18,2,1,0.245,0.230,0.315,0.318,0.162,0.041,0.258,0.643,0.456,0.794,0.093,0.050
H2bc4,0,1.10762292906903,0.0257191293950509,3.58256248659753,0.0031277067047814,560,672,401,339,728,505,50,70,143,172,288,285,27.462,30.956,18.029,15.417,29.445,20.481,2.153,3.214,5.933,7.589,13.377,14.239
Piezo2,0,1.36628975224649,0.0257545565407857,1.4789250588051,0.00313462868526874,2339,2658,23,10,11,9,40,55,51,26,80,83,114.701,122.442,1.034,0.455,0.445,0.365,1.722,2.525,2.116,1.147,3.716,4.147
Tmem81,0,1.09260157306958,0.0257786028583861,0.632409392774505,0.00314324625161674,46,42,26,28,15,21,59,41,27,31,45,62,2.256,1.935,1.169,1.273,0.607,0.852,2.540,1.883,1.120,1.368,2.090,3.098
Btla,0,-2.43292362952382,0.0257844630349466,-2.17763079165449,0.00314490948750315,18,25,7,11,6,9,1,2,5,5,1,0,0.883,1.152,0.315,0.500,0.243,0.365,0.043,0.092,0.207,0.221,0.046,0.000
Gsn,0,1.72105622105542,0.0258021354785322,7.30544537550052,0.00314801432160171,4533,8205,613,799,501,614,12341,14320,3397,6551,11393,15302,222.292,377.969,27.561,36.338,20.264,24.901,531.307,657.548,140.950,289.031,529.185,764.512
Nrg3,0,-2.13894342798558,0.0258191399378678,-5.08734140184545,0.00315141203396224,0,0,0,0,0,0,0,0,1,4,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.176,0.000,0.000
Cd86,0,-3.93115427888637,0.0258604723753304,-3.68607718361853,0.00315840291746437,4,0,1,1,0,0,3,8,8,9,0,0,0.196,0.000,0.045,0.045,0.000,0.000,0.129,0.367,0.332,0.397,0.000,0.000
Lynx1,0,1.01746740999535,0.025873909247512,3.25329427480283,0.0031643870024184,185,257,27,48,26,34,558,529,520,805,1059,1160,9.072,11.839,1.214,2.183,1.052,1.379,24.023,24.291,21.576,35.517,49.189,57.955
Adcy7,0,-1.88505632012424,0.0258932301019652,1.01482373272578,0.00317056071891314,25,24,10,12,10,7,1025,1334,129,95,20,32,1.226,1.106,0.450,0.546,0.404,0.284,44.128,61.255,5.353,4.191,0.929,1.599
Ccn4,0,-1.60892896720076,0.0259253163510697,0.745931735751623,0.00317639734534244,10,14,4,11,12,8,149,253,276,202,77,56,0.490,0.645,0.180,0.500,0.485,0.324,6.415,11.617,11.452,8.912,3.577,2.798
Il10,0,-1.54376225633177,0.0259668980503996,-1.442148932818,0.00318244738238645,3,4,4,4,2,6,15,15,32,29,12,6,0.147,0.184,0.180,0.182,0.081,0.243,0.646,0.689,1.328,1.279,0.557,0.300
March4,0,1.07202793753263,0.0260644541877749,-2.40203358674673,0.0031982396230998,0,0,1,2,0,0,26,29,17,13,23,32,0.000,0.000,0.045,0.091,0.000,0.000,1.119,1.332,0.705,0.574,1.068,1.599
Tnfaip2,0,-1.32665751807494,0.0261238836842941,4.69869757345891,0.00320841545819102,5522,5166,1799,2081,588,436,271,281,264,296,88,101,270.791,237.975,80.884,94.641,23.783,17.682,11.667,12.903,10.954,13.060,4.087,5.046
Gm20621,0,2.42584454407155,0.0261749738264364,-4.45715453316036,0.00321685408164512,0,0,0,0,1,0,1,1,1,0,4,3,0.000,0.000,0.000,0.000,0.040,0.000,0.043,0.046,0.041,0.000,0.186,0.150
F3,0,-1.53673253742519,0.0262239134383609,6.44336583689534,0.00322982120456246,5706,9942,2343,2668,239,186,1573,2699,5049,4483,1713,1135,279.814,457.985,105.343,121.338,9.667,7.543,67.721,123.933,209.495,197.791,79.566,56.706
Rad54b,0,-1.95648289288759,0.0262482415340219,1.35931473235676,0.00323431181785346,118,140,76,29,66,90,88,80,70,57,14,13,5.787,6.449,3.417,1.319,2.669,3.650,3.789,3.673,2.904,2.515,0.650,0.650
Cdca3,0,-2.85501863072299,0.0262796013714315,2.33734612816132,0.00324107670617162,209,293,279,138,290,240,109,121,137,86,19,8,10.249,13.497,12.544,6.276,11.730,9.733,4.693,5.556,5.684,3.794,0.883,0.400
B430010I23Rik,0,1.48830671544275,0.0262796013714315,-1.44006004574645,0.00324103441045314,9,8,7,4,5,9,11,11,5,5,10,16,0.441,0.369,0.315,0.182,0.202,0.365,0.474,0.505,0.207,0.221,0.464,0.799
E2f8,0,-1.23912817478451,0.0262937506677782,2.83929133643999,0.00324378917506384,214,264,215,119,171,167,178,170,240,171,90,59,10.494,12.161,9.667,5.412,6.916,6.773,7.663,7.806,9.958,7.545,4.180,2.948
Creb3l1,0,-1.24764284892624,0.0263127471003115,4.17335665340964,0.00325351518469498,569,552,1310,1179,1009,1103,214,250,361,193,90,101,27.903,25.428,58.899,53.620,40.811,44.733,9.213,11.480,14.979,8.515,4.180,5.046
Aldh3b2,0,1.55690352915319,0.0263445378723242,-0.328263691003438,0.00326265552368532,68,90,55,43,19,9,5,4,7,6,17,17,3.335,4.146,2.473,1.956,0.768,0.365,0.215,0.184,0.290,0.265,0.790,0.849
Lnx1,0,-1.16907096133911,0.0263445378723242,3.08216311132398,0.00326195962833648,624,661,586,405,251,230,128,126,124,101,35,51,30.600,30.449,26.347,18.419,10.152,9.328,5.511,5.786,5.145,4.456,1.626,2.548
Ppm1k,0,1.14044766612595,0.0263788062856695,1.73413258957366,0.00326936714723581,91,82,6,11,96,102,181,116,105,78,144,204,4.463,3.777,0.270,0.500,3.883,4.137,7.792,5.327,4.357,3.441,6.689,10.192
Gpat2,0,1.26150771907365,0.0264681993338144,-0.722892000090456,0.00328381353815895,11,14,10,9,6,5,38,19,12,11,23,25,0.539,0.645,0.450,0.409,0.243,0.203,1.636,0.872,0.498,0.485,1.068,1.249
Lrrc34,0,2.42973429006088,0.0265155319361708,-3.98926204615076,0.00329066151148696,1,1,0,1,1,1,3,3,0,0,3,1,0.049,0.046,0.000,0.045,0.040,0.041,0.129,0.138,0.000,0.000,0.139,0.050
Muc15,0,-1.07493678564552,0.0266785283193191,6.84506113366368,0.00331776098161442,5875,6374,22597,22933,18820,19995,455,318,1048,659,276,413,288.102,293.622,1015.979,1042.967,761.209,810.916,19.589,14.602,43.484,29.075,12.820,20.634
Il1b,0,-1.63419802315856,0.0267742315221922,-1.62037596089142,0.00333317979805411,4,7,6,4,3,7,2,3,42,26,7,11,0.196,0.322,0.270,0.182,0.121,0.284,0.086,0.138,1.743,1.147,0.325,0.550
Trh,0,-4.19354678462643,0.026827884324417,-1.84421626269168,0.003346205815511,1,2,0,1,0,0,136,285,71,107,6,2,0.049,0.092,0.000,0.045,0.000,0.000,5.855,13.087,2.946,4.721,0.279,0.100
4930452A19Rik,0,2.18482690550885,0.0268462391377743,-5.02592760233159,0.00335361795119467,0,0,0,0,0,0,0,1,0,0,1,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.046,0.100
Kcne1l,0,-2.54471027789498,0.0268462391377743,-1.39427584490458,0.00335524106779613,0,4,4,3,0,1,33,53,135,87,16,15,0.000,0.184,0.180,0.136,0.000,0.041,1.421,2.434,5.601,3.838,0.743,0.749
Ltbp1,0,1.24182985192224,0.0268589876805331,5.04427204503978,0.00336488795981706,2879,2426,1083,1567,102,84,484,734,624,674,1351,1257,141.182,111.755,48.693,71.265,4.126,3.407,20.837,33.704,25.891,29.737,62.752,62.802
Zfp442,0,1.17652239222886,0.0268589876805331,0.110278817349351,0.00336154579865782,66,53,13,9,14,22,32,33,16,15,27,34,3.237,2.441,0.584,0.409,0.566,0.892,1.378,1.515,0.664,0.662,1.254,1.699
Lsp1,0,1.43662300860277,0.0268589876805331,-0.526479546047048,0.00336384032144316,5,9,1,3,8,3,27,42,45,43,123,84,0.245,0.415,0.045,0.136,0.324,0.122,1.162,1.929,1.867,1.897,5.713,4.197
St3gal1,0,-1.115720834723,0.0270326871557428,7.09633998714607,0.00339758022522271,4959,5192,2564,2347,5395,5255,1999,3396,4023,3012,1532,1221,243.182,239.173,115.279,106.739,218.211,213.122,86.061,155.938,166.924,132.890,71.159,61.003
Gm6211,0,-1.239798944592,0.0270583553147013,1.65551822161764,0.00340344879359321,107,121,73,74,23,19,131,114,169,89,53,37,5.247,5.574,3.282,3.365,0.930,0.771,5.640,5.235,7.012,3.927,2.462,1.849
Tjp3,0,-2.23404821020906,0.0271737231292109,3.84576371100994,0.00342333522184105,2524,2577,3253,2235,854,966,77,68,162,81,17,25,123.773,118.711,146.257,101.645,34.542,39.177,3.315,3.122,6.722,3.574,0.790,1.249
Ddah2,0,1.11879560508292,0.027258124439895,4.61374926107872,0.00343697680030612,943,1284,716,1006,134,71,1120,906,414,381,744,725,46.243,59.148,32.192,45.752,5.420,2.879,48.218,41.602,17.178,16.810,34.558,36.222
Sectm1a,0,-1.1433763083637,0.0274657288831877,4.14931214250833,0.00347528023949676,592,506,971,928,3170,2710,257,268,191,131,62,60,29.031,23.309,43.657,42.204,128.216,109.907,11.064,12.306,7.925,5.780,2.880,2.998
Plet1os,0,-2.53824728458647,0.0274828673647799,0.611580733862416,0.00347845997773439,206,215,185,189,75,60,7,10,17,26,6,1,10.102,9.904,8.318,8.596,3.034,2.433,0.301,0.459,0.705,1.147,0.279,0.050
Acsm3,0,-1.96293054208666,0.0275732571361182,-3.72437683689446,0.00350803879014026,5,5,0,0,4,5,0,0,3,4,0,1,0.245,0.230,0.000,0.000,0.162,0.203,0.000,0.000,0.124,0.176,0.000,0.050
Ccdc9b,0,1.48818461845374,0.0277140896730517,-0.333021574325698,0.00353627664690177,37,25,3,5,5,2,60,34,22,25,56,57,1.814,1.152,0.135,0.227,0.202,0.081,2.583,1.561,0.913,1.103,2.601,2.848
Blcap,0,-1.08381230484286,0.0277694772275373,5.53130270209568,0.00354538746751368,1417,2058,1772,1470,602,577,922,1344,1357,1243,609,445,69.488,94.803,79.671,66.854,24.349,23.401,39.694,61.714,56.305,54.841,28.287,22.233
Zfp790,0,1.19246154249698,0.0277827469827833,2.24665392218018,0.00354912607249066,124,130,83,78,115,91,176,107,69,72,114,166,6.081,5.989,3.732,3.547,4.651,3.691,7.577,4.913,2.863,3.177,5.295,8.294
1700084E18Rik,0,-1.5357812224273,0.0277938353810744,-1.14929303576577,0.0035525107190403,14,12,8,11,13,6,9,10,16,17,5,4,0.687,0.553,0.360,0.500,0.526,0.243,0.387,0.459,0.664,0.750,0.232,0.200
Nkain3,0,1.3420185600736,0.0278097569363914,-1.78232771368375,0.00356178534514068,0,0,0,0,0,2,82,57,52,34,97,87,0.000,0.000,0.000,0.000,0.000,0.081,3.530,2.617,2.158,1.500,4.505,4.347
4930452G13Rik,0,2.42690430277478,0.0278695098414286,-4.98547536673408,0.00357418325572864,1,0,0,0,0,0,0,0,0,0,1,3,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.150
Mia,0,-1.22344601901776,0.0278695098414286,2.64052116505813,0.00357661614948685,194,244,28,37,11,11,380,675,744,653,275,234,9.513,11.240,1.259,1.683,0.445,0.446,16.360,30.995,30.870,28.810,12.773,11.691
Sp5,0,-3.26977080540196,0.0278735746222302,-3.59977953967289,0.0035781633561559,0,1,0,1,0,0,16,9,14,6,0,1,0.000,0.046,0.000,0.045,0.000,0.000,0.689,0.413,0.581,0.265,0.000,0.050
Susd5,0,-1.63366304263991,0.0279120168812624,-2.73012032510229,0.00358580965541311,0,0,1,0,0,0,81,68,15,21,4,5,0.000,0.000,0.045,0.000,0.000,0.000,3.487,3.122,0.622,0.927,0.186,0.250
Trem2,0,-1.35230542651293,0.0279912687569133,-4.73764163411182,0.0036025408628604,0,0,0,0,0,0,5,2,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.215,0.092,0.041,0.044,0.000,0.000
Mgam,0,1.90574334188682,0.0280330499382878,1.28250454820193,0.00361513815937668,228,276,167,145,102,90,9,21,10,14,51,29,11.181,12.714,7.508,6.594,4.126,3.650,0.387,0.964,0.415,0.618,2.369,1.449
4933416M06Rik,0,-1.22387863240707,0.0281049338895194,-2.48271541592448,0.00362544237156095,0,0,0,0,0,0,9,24,76,77,28,27,0.000,0.000,0.000,0.000,0.000,0.000,0.387,1.102,3.153,3.397,1.301,1.349
BE949265,0,-2.87905033264646,0.028120988419743,-4.43619296924403,0.00363061732826367,0,1,0,1,0,0,0,0,7,7,1,0,0.000,0.046,0.000,0.045,0.000,0.000,0.000,0.000,0.290,0.309,0.046,0.000
Col19a1,0,-2.8977634440129,0.0282001994969081,-3.19911209351194,0.00364409563448869,1,3,1,3,4,1,7,6,3,5,0,0,0.049,0.138,0.045,0.136,0.162,0.041,0.301,0.276,0.124,0.221,0.000,0.000
Mir1249,0,-1.33265082179032,0.0282001994969081,-2.59373643667676,0.00364603190081074,4,6,2,3,1,1,7,4,6,8,2,2,0.196,0.276,0.090,0.136,0.040,0.041,0.301,0.184,0.249,0.353,0.093,0.100
Trpv6,0,1.27665352176388,0.0282729307206513,0.874582038642996,0.00366063663880098,32,34,4,4,0,1,744,449,159,192,307,421,1.569,1.566,0.180,0.182,0.000,0.041,32.031,20.617,6.597,8.471,14.260,21.034
Hydin,0,2.18639451016451,0.0283112634436944,-4.70035338603089,0.00366768308566349,1,0,2,1,0,0,0,0,0,0,2,1,0.049,0.000,0.090,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.050
Lims2,0,1.46056033356548,0.0283170315566904,1.18164704412993,0.00367051407977557,17,20,4,5,5,5,196,170,178,438,649,637,0.834,0.921,0.180,0.227,0.202,0.203,8.438,7.806,7.386,19.325,30.145,31.826
Lin54,0,-1.02168685386641,0.0283340676129058,4.17207677779025,0.00367480732681457,524,561,598,384,453,375,422,537,490,408,205,171,25.696,25.843,26.887,17.464,18.322,15.208,18.168,24.658,20.331,18.001,9.522,8.543
Dsc1,0,-2.32573822647958,0.0283814326621383,-3.95970935782075,0.00368303885350314,0,0,0,0,0,0,14,17,3,7,1,0,0.000,0.000,0.000,0.000,0.000,0.000,0.603,0.781,0.124,0.309,0.046,0.000
Rpusd2,0,-1.95522853623858,0.0284219969555973,1.20912355197126,0.00369144005494163,119,98,72,44,29,52,70,75,96,50,15,15,5.836,4.514,3.237,2.001,1.173,2.109,3.014,3.444,3.983,2.206,0.697,0.749
A330049N07Rik,0,-1.21826551078192,0.0284412691689403,1.76985941972494,0.00369498956678054,16,9,8,11,15,24,133,216,954,1384,500,349,0.785,0.415,0.360,0.500,0.607,0.973,5.726,9.918,39.584,61.062,23.224,17.437
Birc5,0,-1.61366699613227,0.0284598931704074,2.58392102801103,0.00370473902781197,288,318,295,187,361,262,117,119,98,81,26,23,14.123,14.649,13.263,8.505,14.601,10.626,5.037,5.464,4.066,3.574,1.208,1.149
Loxl2,0,1.13219806238546,0.0284598931704074,1.80963377518179,0.00370397744779491,31,18,16,10,14,9,51,114,712,611,1610,940,1.520,0.829,0.719,0.455,0.566,0.365,2.196,5.235,29.543,26.957,74.782,46.964
