EntrezGeneID,Length,SYMBOL,GENENAME,MCL1-DG,MCL1-DH,MCL1-DI,MCL1-DJ,MCL1-DK,MCL1-DL,MCL1-LA,MCL1-LB,MCL1-LC,MCL1-LD,MCL1-LE,MCL1-LF
791284,1338,Gm10152,predicted gene 10152,1,1,0,1,0,0,1,1,2,5,14,21
14174,1194,Fgf3,fibroblast growth factor 3,5,1,1,0,0,0,0,0,0,0,0,0
14175,3030,Fgf4,fibroblast growth factor 4,7,13,0,0,0,1,1,2,0,2,0,1
14170,1809,Fgf15,fibroblast growth factor 15,50,17,2,2,4,5,12,11,4,8,9,18
100568459,154,Bc1,brain cytoplasmic RNA 1,10,14,16,8,14,15,7,5,5,6,7,3
72284,1959,LTO1,ABCE maturation factor,148,147,172,169,192,220,281,329,199,180,277,275
12443,3796,Ccnd1,cyclin D1,3801,3367,6479,5076,2569,1951,9000,7451,5028,2431,3105,2949
100040049,935,Smim38,small integral membrane protein 38,1,0,1,0,0,2,14,37,0,4,16,12
233979,2909,Tpcn2,two pore segment channel 2,210,189,273,255,288,317,252,302,151,145,313,412
211577,2006,Mrgprf,"MAS-related GPR, member F",21,21,24,30,786,867,1,6,1,1,0,2
211578,3117,Mrgprd,"MAS-related GPR, member D",0,0,0,1,8,6,0,0,0,0,0,0
100039479,903,Vmn1r186,vomeronasal 1 receptor Vmn1r186,0,0,0,0,0,0,0,0,0,0,0,0
100039499,903,Vmn1r187,vomeronasal 1 receptor Vmn1r187,0,0,0,0,0,0,0,0,0,0,0,0
16337,9355,Insr,insulin receptor,1504,1718,1139,1276,1366,1451,1515,1503,988,987,956,858
319493,2967,NA,NA,0,0,1,0,0,0,0,0,0,0,2,0
102098,5300,Arhgef18,rho/rac guanine nucleotide exchange factor (GEF) 18,1139,749,605,663,1274,1440,1397,1282,1186,1237,770,753
69129,1126,Pex11g,peroxisomal biogenesis factor 11 gamma,55,45,48,42,74,65,130,171,226,235,177,182
76406,1613,Tex45,testis expressed 45,35,34,49,36,84,52,27,34,20,11,1,2
140482,1999,Zfp358,zinc finger protein 358,295,195,214,176,270,288,358,367,314,390,111,108
94178,2003,Mcoln1,mucolipin 1,507,648,588,624,559,587,680,776,622,658,468,465
50767,4497,Pnpla6,patatin-like phospholipase domain containing 6,734,667,470,453,587,618,695,782,536,527,428,506
546049,1621,Rps23rg1,"ribosomal protein S23, retrogene 1",7367,8075,6812,6151,4097,3703,11141,10479,8480,7605,3508,3290
69697,4296,Camsap3,"calmodulin regulated spectrin-associated protein family, member 3",740,481,402,255,232,318,1235,1543,1819,1589,807,946
67439,2654,Xab2,XPA binding protein 2,1117,910,788,624,543,612,1457,1460,1495,1210,697,760
100503890,1193,Pet100,PET100 homolog,147,147,140,142,154,139,361,341,235,240,166,138
18545,625,Pcp2,Purkinje cell protein 2 (L7),0,0,0,0,0,0,1,3,0,2,3,0
20911,2703,Stxbp2,syntaxin binding protein 2,1359,1252,1297,1357,1393,1432,2020,2559,2220,2398,1329,1458
57264,1287,Retn,resistin,0,0,2,2,1,3,0,1,0,0,2,0
69189,1132,Mcemp1,mast cell expressed membrane protein 1,0,0,0,0,0,0,1,0,0,0,0,0
100503924,354,Fcor,Foxo1 corepressor,4,2,9,6,3,6,5,2,10,5,10,2
66682,2034,Trappc5,trafficking protein particle complex 5,310,280,312,286,255,296,432,453,408,344,390,336
14128,2358,Fcer2a,"Fc receptor, IgE, low affinity II, alpha polypeptide",0,0,0,3,3,1,0,3,1,1,0,4
75863,1235,Clec4g,"C-type lectin domain family 4, member g",1,0,0,3,0,0,0,0,0,0,0,0
170786,1484,Cd209a,CD209a antigen,0,2,0,0,0,0,0,0,0,0,0,0
170780,1771,Cd209e,CD209e antigen,0,0,0,0,0,0,0,0,0,0,0,0
170779,863,Cd209d,CD209d antigen,0,2,0,0,0,0,0,0,0,0,0,0
69165,2020,Cd209b,CD209b antigen,10,1,9,3,0,0,0,1,2,0,0,0
170776,1550,Cd209c,CD209c antigen,1,0,1,0,0,0,0,0,0,0,5,1
69142,1109,Cd209f,CD209f antigen,1,2,3,0,0,0,0,1,0,0,0,0
70192,1085,Cd209g,CD209g antigen,1,1,2,0,1,0,1,1,0,1,0,0
78899,2823,4932443L11Rik,RIKEN cDNA 4932443L11 gene,4,3,7,7,5,3,2,3,1,2,0,0
213027,1542,Evi5l,ecotropic viral integration site 5 like,292,330,490,531,293,246,100,169,112,89,63,57
100503956,2751,NA,NA,360,467,676,691,389,388,124,181,117,112,60,61
73072,4616,Prr36,proline rich 36,94,96,126,109,48,51,134,147,14,14,5,9
72267,3878,Lrrc8e,"leucine rich repeat containing 8 family, member E",111,113,74,95,111,77,409,431,118,97,52,28
26400,3546,Map2k7,mitogen-activated protein kinase kinase 7,1352,1147,1199,1161,1075,1141,1596,1799,1597,1518,811,749
100044509,1075,Tgfbr3l,"transforming growth factor, beta receptor III-like",42,42,25,36,21,23,87,122,48,43,14,28
102209,1514,Snapc2,"small nuclear RNA activating complex, polypeptide 2",485,334,367,262,190,223,387,403,592,506,213,190
330695,1226,Ctxn1,cortexin 1,310,188,66,64,85,79,196,236,125,134,12,23
21856,1782,Timm44,translocase of inner mitochondrial membrane 44,846,715,685,584,504,515,996,1121,937,813,682,696
15568,6030,Elavl1,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)",2577,2421,2459,1923,1501,1300,1930,1838,1813,1525,795,725
20300,1274,Ccl25,chemokine (C-C motif) ligand 25,26,28,33,31,20,9,29,26,46,52,42,53
67260,3668,Cers4,ceramide synthase 4,355,240,142,178,115,175,24,36,6,4,2,3
233987,2361,Zfp958,zinc finger protein 958,51,39,32,14,24,26,150,134,69,49,40,39
100862276,446,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
20419,2132,Shcbp1,Shc SH2-domain binding protein 1,126,161,116,82,11,5,150,184,147,83,194,125
622568,228,Gm6334,"protein kinase inhibitor, gamma pseudogene",5,4,2,6,2,5,37,32,14,5,3,3
669393,417,Gm9457,ribosomal protein L22 pseudogene,552,697,603,507,358,324,938,1086,663,644,234,264
20494,1629,Slc10a2,"solute carrier family 10, member 2",0,0,0,0,0,0,0,0,0,0,0,0
320406,2159,Leat1,lncRNA Efnb2 associated transcript 1,1,1,2,4,3,4,1,0,0,1,0,0
13642,4319,Efnb2,ephrin B2,4038,3520,2716,2268,2312,2552,775,999,229,199,67,89
66719,2101,4921522P10Rik,RIKEN cDNA 4921522P10 gene,0,0,0,1,0,0,1,0,0,0,0,1
234023,1712,Arglu1,arginine and glutamate rich 1,990,1054,1401,1238,948,967,1415,1763,1612,1489,892,1009
71249,1146,4933430N04Rik,RIKEN cDNA 4933430N04 gene,0,0,0,0,0,0,0,0,0,0,0,0
270028,3142,Nalf1,NALCN channel auxiliary factor 1,2,0,1,1,0,0,0,0,0,4,1,0
319583,4081,Lig4,"ligase IV, DNA, ATP-dependent",134,115,121,100,103,114,116,139,87,78,71,96
68904,5181,Abhd13,abhydrolase domain containing 13,810,953,867,683,619,544,835,949,852,678,649,629
24099,1699,Tnfsf13b,"tumor necrosis factor (ligand) superfamily, member 13b",5,3,0,2,1,2,4,2,3,0,1,1
244281,6296,Myo16,myosin XVI,1,1,8,2,3,1,0,0,4,0,0,0
320014,3085,B930025P03Rik,RIKEN cDNA B930025P03 gene,0,0,1,0,1,2,0,0,1,2,0,1
71624,1331,4833411C07Rik,RIKEN cDNA 4833411C07 gene,0,0,1,0,2,0,1,0,1,0,1,7
665306,2847,3930402G23Rik,RIKEN cDNA 3930402G23 gene,76,87,133,186,216,188,13,7,3,7,7,4
384783,4015,Irs2,insulin receptor substrate 2,7830,5965,7709,7698,7911,10759,3323,3725,1701,1642,2405,2572
619321,954,9530052E02Rik,RIKEN cDNA 9530052E02 gene,3,5,1,3,6,4,1,1,0,0,0,1
12826,6615,Col4a1,"collagen, type IV, alpha 1",39735,50033,110460,89935,58444,52269,1847,1901,827,730,465,525
12827,6426,Col4a2,"collagen, type IV, alpha 2",32683,37648,74322,62201,43424,39041,779,795,413,329,213,252
19332,722,Rab20,"RAB20, member RAS oncogene family",2046,1972,3078,2877,2740,2132,703,593,507,455,257,229
100504175,2272,Gm20100,"predicted gene, 20100",69,50,31,43,58,72,16,19,9,7,4,7
102132,2121,E230013L22Rik,RIKEN cDNA E230013L22 gene,292,384,617,621,588,486,115,123,122,96,88,72
69225,1421,Naxd,NAD(P)HX dehydratase,794,666,780,696,689,603,1994,2019,1727,1679,687,721
71941,1850,Cars2,cysteinyl-tRNA synthetase 2 (mitochondrial)(putative),562,436,686,618,577,523,494,520,439,294,327,306
26356,2813,Ing1,"inhibitor of growth family, member 1",2403,1610,1474,1193,1458,1452,768,822,520,520,392,430
102334,4463,Ankrd10,ankyrin repeat domain 10,2102,1808,2442,1976,1546,1620,1165,1217,779,670,313,407
76413,1266,1700016D06Rik,RIKEN cDNA 1700016D06 gene,0,0,0,0,0,0,0,0,0,0,0,0
665271,2531,Gm7562,predicted gene 7562,0,0,0,0,0,0,0,0,0,0,0,0
624710,1533,Gm6524,katanin p60 (ATPase-containing) subunit A1 pseudogene,257,207,191,145,154,106,120,124,101,83,55,37
54126,7435,Arhgef7,Rho guanine nucleotide exchange factor (GEF7),1894,1776,1748,1577,1670,1691,1151,1390,1403,1227,424,483
75528,775,Tex29,testis expressed 29,0,2,0,0,1,0,1,0,0,0,0,1
619290,1839,A230072I06Rik,RIKEN cDNA A230072I06 gene,0,0,0,0,0,0,0,0,0,0,0,0
434280,5067,Sox1ot,Sox1 overlapping transcript,0,0,0,0,0,1,0,0,0,0,0,0
434279,1472,Gm5606,predicted gene 5606,0,0,0,0,0,0,0,0,0,0,0,0
20664,4037,Sox1,SRY (sex determining region Y)-box 1,2,0,1,2,0,1,0,0,0,0,0,0
78634,761,Spaca7,sperm acrosome associated 7,0,0,0,0,0,0,0,0,0,0,0,0
259279,3649,Tubgcp3,"tubulin, gamma complex associated protein 3",1327,1198,1001,1099,1029,1082,1658,1691,967,853,431,468
100038554,3655,Gm15348,predicted gene 15348,0,0,0,0,0,0,0,1,0,0,0,0
50770,7443,Atp11a,"ATPase, class VI, type 11A",3246,2901,2821,2736,2879,2420,7721,8024,1415,1548,654,738
100504249,518,Gm15350,predicted gene 15350,1,0,0,3,0,0,0,1,0,1,0,0
100862362,531,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
17207,5512,Mcf2l,mcf.2 transforming sequence-like,153,156,93,106,57,101,720,824,111,128,132,111
14068,1859,F7,coagulation factor VII,0,2,2,1,0,0,1,2,0,0,0,0
14058,2693,F10,coagulation factor X,0,2,2,1,1,2,4,0,0,0,0,0
66901,2398,Proz,"protein Z, vitamin K-dependent plasma glycoprotein",30,19,10,12,16,24,7,3,4,1,0,1
234069,2408,Pcid2,PCI domain containing 2,1467,1090,881,580,637,727,563,724,447,348,220,237
99375,3628,Cul4a,cullin 4A,1827,1578,2038,1884,1876,1729,1712,1814,1320,1155,1098,1173
16783,2255,Lamp1,lysosomal-associated membrane protein 1,9276,8407,11410,10993,10871,9569,8754,9011,11116,11296,6758,6956
66790,1310,Grtp1,GH regulated TBC protein 1,42,45,93,123,69,32,121,119,178,194,194,215
100316713,68,Mir1968,microRNA 1968,0,0,0,0,0,0,0,0,0,0,0,0
78335,781,2810030D12Rik,RIKEN cDNA 2810030D12 gene,0,0,0,0,0,0,0,1,11,1,0,3
234072,1365,Adprhl1,ADP-ribosylhydrolase like 1,0,0,0,2,0,0,2,0,2,14,0,0
102323,3034,Dcun1d2,"DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae)",297,272,321,257,309,338,214,276,196,182,197,261
234076,4533,Tmco3,transmembrane and coiled-coil domains 3,711,703,803,764,832,865,969,1176,346,323,225,231
21781,1700,Tfdp1,transcription factor Dp 1,1300,1186,1365,991,690,660,1092,1240,919,550,554,601
11945,1327,Atp4b,"ATPase, H+/K+ exchanging, beta polypeptide",0,1,0,0,0,0,0,0,0,0,0,0
24013,7431,Grk1,G protein-coupled receptor kinase 1,2,1,1,3,1,0,0,0,1,1,1,0
272465,1224,Tmem255b,transmembrane protein 255B,71,94,12,28,5,6,14,19,2,0,2,0
14456,2593,Gas6,growth arrest specific 6,10279,10318,12616,11784,16578,16885,12221,10183,702,1145,118,94
66501,1408,1700029H14Rik,RIKEN cDNA 1700029H14 gene,4,1,9,5,6,6,0,0,0,0,0,0
19414,4118,Rasa3,RAS p21 protein activator 3,2800,1929,3271,2738,3777,3983,100,116,38,25,24,50
403185,781,Cfap97d2,CFAP97 domain containing 2,0,0,0,0,0,0,0,0,0,0,0,0
69957,2231,Cdc16,CDC16 cell division cycle 16,1197,1178,1386,1225,1019,974,1313,1395,1151,1009,691,721
67031,1402,Upf3a,UPF3 regulator of nonsense transcripts homolog A (yeast),675,547,726,675,765,700,550,637,499,401,271,287
231201,2861,Semp2l2a,SUMO/sentrin specific peptidase 2-like 2A,0,0,0,0,0,0,0,0,0,0,0,0
101994,4013,Champ1,chromosome alignment maintaining phosphoprotein 1,531,536,661,527,216,268,640,658,337,330,218,243
66423,802,Coprs,"coordinator of PRMT5, differentiation stimulator",75,53,113,79,91,72,46,39,140,144,197,172
66822,2008,Fbxo25,F-box protein 25,369,300,313,285,402,460,240,203,112,135,157,156
72148,2463,Tdrp,testis development related protein,322,243,256,240,327,244,31,31,18,41,11,12
234086,1579,Erich1,glutamate rich 1,87,40,53,60,79,98,112,89,42,31,38,26
244310,4510,Dlgap2,DLG associated protein 2,1,0,4,1,0,0,0,0,0,0,0,0
26889,6432,Cln8,CLN8 transmembrane ER and ERGIC protein,313,318,198,175,239,218,126,186,184,158,49,51
100862377,1227,NA,NA,1,0,0,0,0,0,0,0,0,2,0,0
234094,5474,Arhgef10,Rho guanine nucleotide exchange factor (GEF) 10,1672,1605,1859,2201,4054,3652,504,491,128,168,22,15
74901,6973,Kbtbd11,kelch repeat and BTB (POZ) domain containing 11,553,628,280,275,409,228,74,51,11,17,4,5
434285,1760,BB014433,expressed sequence BB014433,0,0,0,1,0,1,0,1,0,0,0,0
17930,4953,Myom2,myomesin 2,48,42,19,9,3,1,1,3,0,1,0,0
94109,14278,Csmd1,CUB and Sushi multiple domains 1,444,315,525,710,1168,1087,213,104,13,7,1,3
100526464,82,Mir3106,microRNA 3106,0,0,0,0,0,0,0,0,0,0,0,0
244329,4620,Mcph1,"microcephaly, primary autosomal recessive 1",181,178,188,186,156,126,549,504,259,217,175,163
11601,2475,Angpt2,angiopoietin 2,97,139,68,84,50,61,17,41,11,10,5,14
52123,3829,Agpat5,"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)",479,458,722,540,443,415,531,479,455,320,347,339
319581,3176,Xkr5,X-linked Kx blood group related 5,49,45,65,82,55,59,4,14,3,6,0,0
360217,249,Defb40,defensin beta 40,0,0,0,0,0,0,0,0,0,0,0,0
353320,352,Defb37,defensin beta 37,0,0,0,0,0,0,0,0,0,0,0,0
360212,192,Defb38,defensin beta 38,0,0,0,1,1,0,0,0,0,0,0,0
360214,252,Defb39,defensin beta 39,0,0,0,0,0,0,0,0,0,0,0,0
77674,997,Defb12,defensin beta 12,0,0,0,0,0,0,0,0,0,0,0,0
360211,246,Defb34,defensin beta 34,0,0,0,0,0,0,0,0,0,0,0,0
546038,1740,Spag11b,sperm associated antigen 11B,0,0,0,0,0,0,0,0,0,0,0,0
78128,435,Spag11a,sperm associated antigen 11A,0,0,0,0,0,0,0,0,0,0,0,0
244332,330,Defb14,defensin beta 14,0,0,0,2,0,0,3,11,2,3,1,1
56519,458,Defb4,defensin beta 4,0,0,0,0,0,0,0,0,0,0,0,0
654452,168,Defa-ps12,"defensin, alpha, pseudogene 12",0,0,0,0,0,0,0,0,0,0,0,0
116746,323,Defb6,defensin beta 6,4,0,0,0,0,0,1,0,0,0,0,3
574081,174,Defb46,defensin beta 46,0,0,0,0,0,0,0,0,0,0,0,0
81007,195,Defb5,defensin beta 5,0,0,0,0,0,0,0,0,0,0,0,0
27358,322,Defb3,defensin beta 3,0,0,0,0,0,0,0,0,0,0,0,0
654456,204,Defa-ps13,"defensin, alpha, pseudogene 13",0,0,0,0,0,0,0,0,0,0,0,0
244334,287,Defb8,defensin beta 8,0,0,0,0,0,0,0,0,0,0,0,0
246080,306,Defb7,defensin beta 7,0,0,0,0,0,0,0,0,0,0,0,0
626415,2590,Potefam3e,POTE ankyrin domain family member 3E,0,1,0,2,2,0,0,2,0,2,0,0
100861725,8474,NA,NA,9,2,10,10,14,4,6,13,2,9,1,1
547150,4659,6820431F20Rik,cadherin 11 pseudogene,1317,1266,1355,1286,859,835,1811,1781,1078,1020,492,561
100040599,2514,Potefam3a,POTE ankyrin domain family member 3A,3,7,7,18,18,10,3,9,5,1,1,0
381598,4009,2610005L07Rik,cadherin 11 pseudogene,260,240,280,244,186,190,411,395,209,167,136,147
100861745,1503,NA,NA,72,62,51,52,32,30,55,55,38,38,21,18
100861634,4188,Gm21092,cadherin 11 pseudogene,38,36,38,25,10,22,67,55,27,35,21,17
100861653,1948,NA,NA,142,138,162,153,82,92,236,195,136,111,64,70
100861668,2514,Potefam3b,POTE ankyrin domain family member 3B,0,0,0,0,0,0,0,0,0,0,0,0
654455,192,Gm21944,defensin beta 48 pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
654453,426,Defb33,defensin beta 33,0,0,0,0,0,0,0,0,0,0,0,0
100041654,314,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0
574083,857,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
503556,486,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
66298,419,Defa21,"defensin, alpha, 21",0,0,0,0,0,0,0,0,0,0,0,0
497114,418,Defa23,"defensin, alpha, 23",0,0,0,0,0,0,0,0,0,0,0,0
100041688,403,Defa35,"defensin, alpha, 35",0,0,0,0,0,0,0,0,0,0,0,0
13236,279,Defa25,"defensin, alpha, 25",0,0,0,0,0,0,0,0,0,0,0,0
634825,454,Defa38,"defensin, alpha, 38",0,0,0,0,0,0,0,0,0,0,0,0
100038927,390,Defa30,"defensin, alpha, 30",0,0,0,0,0,0,0,0,0,0,0,0
382059,419,Defa22,"defensin, alpha, 22",0,0,0,0,0,0,0,0,0,0,0,0
13226,419,Defa31,"defensin, alpha, 31",0,0,0,0,0,0,0,0,0,0,0,0
100041759,282,Defa41,"defensin, alpha, 41",0,0,0,0,0,0,0,0,0,0,0,0
100041787,282,Defa40,"defensin, alpha, 40",0,0,0,0,0,0,0,0,0,0,0,0
13237,410,Defa3,"defensin, alpha, 3",0,0,0,0,0,0,0,0,0,0,0,0
13239,421,Defa5,"defensin, alpha, 5",0,0,0,0,0,0,0,0,0,0,0,0
100041811,282,Defa27,"defensin, alpha, 27",0,0,0,0,0,0,0,0,0,0,0,0
13218,507,Defa29,"defensin, alpha, 29",0,0,0,0,0,0,0,0,0,0,0,0
100294660,172,Defa2,"defensin, alpha, 2",0,0,0,0,0,0,0,0,0,0,0,0
100505096,498,Defa33,"defensin, alpha, 33",0,0,0,0,0,0,0,0,0,0,0,0
100862126,376,Defa36,"defensin, alpha, 36",0,0,0,0,0,0,0,0,0,0,0,0
665927,463,Defa42,"defensin, alpha, 42",0,0,0,0,0,0,0,0,0,0,0,0
68009,427,Defa20,"defensin, alpha, 20",0,0,0,0,0,0,0,0,0,0,0,0
100041890,427,Defa32,"defensin, alpha, 32",0,0,0,0,0,0,0,0,0,0,0,0
100041895,404,Defa37,"defensin, alpha, 37",0,0,0,0,0,0,0,0,0,0,0,0
626682,285,Defa28,"defensin, alpha, 28",0,0,0,0,0,0,0,0,0,0,0,0
665956,351,Defa43,"defensin, alpha, 43",0,0,0,0,0,0,0,0,0,0,0,0
626708,387,Defa26,"defensin, alpha, 26",0,0,0,0,0,0,0,0,0,0,0,0
23855,411,Defa17,"defensin, alpha, 17",0,0,0,0,0,0,0,0,0,0,0,0
100041952,376,Defa34,"defensin, alpha, 34",0,0,0,0,0,0,0,0,0,0,0,0
727720,282,Defa-ps1,"defensin, alpha, pseudogene 1",0,0,0,0,0,0,0,0,0,0,0,0
382000,500,Defa39,"defensin, alpha, 39",0,0,0,0,0,0,0,0,0,0,0,0
503491,419,Defa24,"defensin, alpha, 24",0,0,0,0,0,0,0,0,0,0,0,0
13214,916,Defb1,defensin beta 1,89,114,198,349,150,101,675,663,287,370,113,94
387334,373,Defb50,defensin beta 50,0,0,0,0,0,0,1,2,0,0,0,0
13215,305,Defb2,defensin beta 2,0,0,0,1,0,0,0,0,0,0,0,0
246085,298,Defb10,defensin beta 10,0,0,0,0,0,0,0,0,0,0,0,0
246079,323,Defb9,defensin beta 9,0,0,0,0,0,0,0,0,0,0,0,0
246081,339,Defb11,defensin beta 11,0,0,0,0,0,0,0,0,0,0,0,0
246082,331,Defb15,defensin beta 15,0,0,0,0,0,0,0,0,0,0,0,0
246084,267,Defb35,defensin beta 35,0,0,0,0,0,0,0,0,0,0,0,0
246083,224,Defb13,defensin beta 13,0,0,0,0,0,0,2,6,0,0,0,0
97476,1887,Fam90a1a,"family with sequence similarity 90, member A1A",0,5,0,0,2,3,17,32,0,0,0,0
67929,1054,Ccdc70,coiled-coil domain containing 70,0,0,0,1,0,0,0,1,0,0,0,0
11979,4711,Atp7b,"ATPase, Cu++ transporting, beta polypeptide",24,22,57,51,23,12,239,253,1157,1739,846,855
207958,4964,Alg11,"asparagine-linked glycosylation 11 (alpha-1,2-mannosyltransferase)",309,265,272,192,142,108,391,388,334,278,285,323
330721,2404,Nek5,NIMA (never in mitosis gene a)-related expressed kinase 5,3,6,0,2,0,1,19,15,11,20,17,23
23954,2050,Nek3,NIMA (never in mitosis gene a)-related expressed kinase 3,42,42,45,55,53,54,61,57,40,57,25,24
80986,2601,Ckap2,cytoskeleton associated protein 2,428,388,509,405,125,147,269,299,292,181,145,121
70160,1277,Vps36,vacuolar protein sorting 36,606,526,726,658,717,642,1056,990,1005,860,609,561
56229,4432,Thsd1,"thrombospondin, type I, domain 1",137,129,90,76,102,89,42,70,29,33,7,6
234129,2549,Tpte,transmembrane phosphatase with tensin homology,2,1,1,0,0,0,0,0,1,1,0,0
18408,3455,Slc25a15,"solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15",426,327,273,175,124,126,356,435,493,312,261,259
69108,542,1810012K16Rik,RIKEN cDNA 1810012K16 gene,1,0,1,0,1,0,3,4,2,0,1,0
57312,1536,Mrps31,mitochondrial ribosomal protein S31,211,160,192,160,182,172,167,166,136,123,113,116
102032,1459,Smim19,small integral membrane protein 19,297,336,315,347,385,369,338,364,214,259,123,108
20516,3658,Slc20a2,"solute carrier family 20, member 2",1109,998,925,959,896,1093,539,581,641,489,353,326
100502938,2341,Gm17491,"predicted gene, 17491",242,234,471,445,319,319,147,220,254,199,112,108
22335,1423,Vdac3,voltage-dependent anion channel 3,470,390,453,406,394,353,548,577,578,510,311,302
234130,1315,Dkk4,dickkopf WNT signaling pathway inhibitor 4,1,0,0,0,0,0,0,0,0,0,0,0
18970,1227,Polb,"polymerase (DNA directed), beta",555,566,506,437,381,406,1068,1201,1035,895,688,672
68074,2439,A930013F10Rik,RIKEN cDNA A930013F10 gene,67,57,57,37,15,18,153,117,75,69,27,38
16150,4534,Ikbkb,inhibitor of kappaB kinase beta,1345,1108,940,900,990,1016,1650,1704,1700,1401,684,722
18791,2532,Plat,"plasminogen activator, tissue",6658,4920,490,718,714,840,205,266,36,42,35,21
64933,3467,Ap3m2,"adaptor-related protein complex 3, mu 2 subunit",157,120,122,114,129,146,339,320,142,232,69,75
244349,9126,Kat6a,K(lysine) acetyltransferase 6A,3215,2915,2623,2330,2463,2336,2954,3018,2258,2177,1207,1204
11733,8616,Ank1,"ankyrin 1, erythroid",14,13,12,23,20,20,10,22,14,11,9,5
723876,128,Mir486,microRNA 486,0,0,0,0,0,0,0,0,0,0,0,0
100526510,90,Mir3107,microRNA 3107,0,0,0,0,0,0,0,0,0,0,0,0
74561,2236,Nkx6-3,NK6 homeobox 3,0,0,0,0,0,0,0,0,1,3,0,4
102247,3944,Gpat4,glycerol-3-phosphate acyltransferase 4,1913,2383,2132,1866,1534,1303,2499,2937,3797,4109,4547,4628
109145,1364,Gins4,GINS complex subunit 4 (Sld5 homolog),310,256,252,249,255,246,363,424,484,409,381,330
57437,2031,Golga7,"golgi autoantigen, golgin subfamily a, 7",1384,1640,2057,2044,1618,1380,1185,1207,1348,1338,894,838
20377,4372,Sfrp1,secreted frizzled-related protein 1,2989,1625,1134,1677,2391,2146,317,276,562,811,2531,2944
320158,4179,Zmat4,"zinc finger, matrin type 4",5,5,76,54,25,96,0,1,7,9,0,1
208924,854,A730045E13Rik,RIKEN cDNA A730045E13 gene,0,0,0,0,0,0,0,0,0,0,0,0
69068,1331,Tcim,transcriptional and immune response regulator,12726,10605,9585,9874,8409,8142,16803,17992,8348,7568,2174,2911
209176,3014,Ido2,"indoleamine 2,3-dioxygenase 2",0,0,1,1,1,2,2,4,0,0,0,0
15930,1555,Ido1,"indoleamine 2,3-dioxygenase 1",10,8,1,2,0,2,310,826,0,1,1,2
13524,2361,Adam18,a disintegrin and metallopeptidase domain 18,0,0,0,0,0,0,0,0,0,0,0,0
11497,2707,Adam3,a disintegrin and metallopeptidase domain 3 (cyritestin),0,0,0,0,0,0,0,0,0,0,0,0
11499,2791,Adam5,a disintegrin and metallopeptidase domain 5,7,11,9,10,4,6,0,0,0,1,0,0
353188,2447,Adam32,a disintegrin and metallopeptidase domain 32,2,7,4,1,0,4,8,4,4,2,4,3
11502,3985,Adam9,a disintegrin and metallopeptidase domain 9 (meltrin gamma),1818,2476,4965,5076,3967,3035,3182,3126,2879,2872,2159,1902
69742,1281,Tm2d2,TM2 domain containing 2,710,716,883,705,669,651,803,736,802,769,721,695
330723,2181,Htra4,HtrA serine peptidase 4,5,5,17,6,7,8,3,3,4,3,0,1
83436,4985,Plekha2,"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2",645,475,378,378,420,367,849,715,355,370,183,189
320165,7695,Tacc1,"transforming, acidic coiled-coil containing protein 1",2458,2306,2893,2809,2994,2704,1656,1586,188,289,779,835
74489,2295,5430421F17Rik,RIKEN cDNA 5430421F17 gene,1,0,0,1,0,0,20,16,3,6,7,1
14182,5008,Fgfr1,fibroblast growth factor receptor 1,12803,12704,12293,12225,12438,12759,7589,7975,1945,1872,636,640
270035,2100,Letm2,leucine zipper-EF-hand containing transmembrane protein 2,91,80,82,78,117,152,64,109,32,40,10,15
234135,11646,Nsd3,nuclear receptor binding SET domain protein 3,3131,3382,3998,3668,3178,2447,3343,3878,2717,2497,1407,1331
71910,1472,Plpp5,phospholipid phosphatase 5,285,273,322,223,182,169,364,388,646,439,761,738
72108,4267,Ddhd2,DDHD domain containing 2,849,849,793,889,1220,1133,563,596,1086,1385,848,786
100503003,511,Gm17484,"predicted gene, 17484",4,1,3,0,4,1,1,1,6,2,3,0
67384,4798,Bag4,BCL2-associated athanogene 4,349,280,106,100,211,268,353,312,204,160,205,222
67207,2360,Lsm1,"LSM1 homolog, mRNA degradation associated",303,224,188,129,171,159,212,199,182,117,96,84
100503027,397,NA,NA,2,0,0,1,0,0,0,1,0,0,0,0
20845,4007,Star,steroidogenic acute regulatory protein,177,161,157,124,160,132,153,133,117,109,26,19
23808,2517,Ash2l,ASH2 like histone lysine methyltransferase complex subunit,930,773,865,748,682,651,1015,1095,1018,801,458,461
16532,3531,Kcnu1,"potassium channel, subfamily U, member 1",1,3,3,1,2,2,10,4,2,3,3,2
52120,2679,Hgsnat,heparan-alpha-glucosaminide N-acetyltransferase,714,506,606,660,795,851,539,569,508,537,298,322
